Case ID,Activity,Complete Timestamp,Resource
Case2558,Assign seriousness,2012-11-14 11:30:37+00:00,Value 1
Case2558,Take in charge ticket,2012-11-14 11:45:07+00:00,Value 2
Case2558,Wait,2012-11-27 13:46:22+00:00,Value 2
Case2558,Resolve ticket,2012-12-03 16:06:30+00:00,Value 2
Case2558,Closed,2012-12-18 16:06:47+00:00,Value 3
Case2559,Assign seriousness,2010-02-19 10:40:25+00:00,Value 2
Case2559,Assign seriousness,2010-02-19 10:40:36+00:00,Value 2
Case2559,Take in charge ticket,2010-02-23 13:33:27+00:00,Value 2
Case2559,Resolve ticket,2010-02-23 13:33:32+00:00,Value 2
Case2559,Closed,2010-04-08 09:52:24+00:00,Value 5
Case2560,Assign seriousness,2010-08-05 10:35:47+00:00,Value 11
Case2560,Take in charge ticket,2010-08-09 12:14:04+00:00,Value 11
Case2560,Wait,2010-08-09 12:14:12+00:00,Value 11
Case2560,Take in charge ticket,2010-09-01 15:25:42+00:00,Value 12
Case2560,Resolve ticket,2010-09-01 15:25:49+00:00,Value 12
Case2560,Resolve ticket,2010-09-01 15:25:50+00:00,Value 12
Case2560,Closed,2010-09-16 15:26:11+00:00,Value 5
Case2561,Assign seriousness,2010-08-17 09:30:17+00:00,Value 6
Case2561,Take in charge ticket,2010-08-18 09:57:56+00:00,Value 6
Case2561,Resolve ticket,2010-08-18 10:05:02+00:00,Value 6
Case2561,Closed,2010-10-02 09:41:10+00:00,Value 5
Case2562,Insert ticket,2010-05-27 15:37:37+00:00,Value 15
Case2562,Assign seriousness,2010-05-28 09:00:17+00:00,Value 15
Case2562,Assign seriousness,2010-05-28 16:02:49+00:00,Value 2
Case2562,Take in charge ticket,2010-05-28 16:03:05+00:00,Value 2
Case2562,Resolve ticket,2010-06-01 10:03:43+00:00,Value 2
Case2562,Closed,2010-07-07 15:40:18+00:00,Value 5
Case2563,Assign seriousness,2010-11-16 14:32:05+00:00,Value 2
Case2563,Take in charge ticket,2010-11-17 16:15:55+00:00,Value 2
Case2563,Resolve ticket,2010-11-17 16:17:08+00:00,Value 2
Case2563,Closed,2010-12-30 14:40:27+00:00,Value 5
Case2564,Assign seriousness,2010-09-03 08:07:04+00:00,Value 7
Case2564,Take in charge ticket,2010-09-03 08:18:02+00:00,Value 7
Case2564,Resolve ticket,2010-09-03 08:19:45+00:00,Value 7
Case2564,Closed,2010-10-21 08:11:14+00:00,Value 5
Case2565,Assign seriousness,2010-10-20 15:52:43+00:00,Value 2
Case2565,Take in charge ticket,2010-10-21 13:23:26+00:00,Value 9
Case2565,Resolve ticket,2010-10-22 10:23:07+00:00,Value 9
Case2565,Closed,2010-11-23 17:00:31+00:00,Value 5
Case2566,Assign seriousness,2012-03-26 10:38:38+00:00,Value 13
Case2566,Take in charge ticket,2012-03-26 10:38:54+00:00,Value 13
Case2566,Resolve ticket,2012-03-27 08:01:34+00:00,Value 13
Case2566,Closed,2012-04-26 10:40:17+00:00,Value 5
Case2567,Assign seriousness,2011-04-19 09:33:26+00:00,Value 8
Case2567,Take in charge ticket,2011-04-19 09:33:51+00:00,Value 8
Case2567,Wait,2011-04-22 13:48:02+00:00,Value 13
Case2567,Take in charge ticket,2011-05-06 08:59:27+00:00,Value 13
Case2567,Resolve ticket,2011-05-06 08:59:39+00:00,Value 13
Case2567,Take in charge ticket,2011-05-11 13:56:20+00:00,Value 13
Case2567,Resolve ticket,2011-05-11 14:58:30+00:00,Value 13
Case2567,Closed,2011-06-02 14:50:27+00:00,Value 5
Case2568,Assign seriousness,2012-02-08 08:53:51+00:00,Value 9
Case2568,Take in charge ticket,2012-02-08 08:54:11+00:00,Value 9
Case2568,Resolve ticket,2012-02-08 08:54:25+00:00,Value 9
Case2568,Closed,2012-03-11 09:00:40+00:00,Value 5
Case2569,Assign seriousness,2013-08-21 08:32:06+00:00,Value 1
Case2569,Take in charge ticket,2013-09-04 10:23:50+00:00,Value 2
Case2569,Wait,2013-09-04 10:33:24+00:00,Value 14
Case2569,Resolve ticket,2013-09-10 10:27:31+00:00,Value 14
Case2569,Closed,2013-09-25 10:27:46+00:00,Value 3
Case2570,Assign seriousness,2010-03-25 11:44:07+00:00,Value 2
Case2570,Take in charge ticket,2010-03-25 11:44:16+00:00,Value 2
Case2570,Resolve ticket,2010-03-26 10:23:36+00:00,Value 2
Case2570,Closed,2010-05-08 10:50:25+00:00,Value 5
Case2571,Assign seriousness,2013-04-15 12:47:52+00:00,Value 4
Case2571,Take in charge ticket,2013-04-29 12:42:14+00:00,Value 9
Case2571,Wait,2013-04-29 14:30:25+00:00,Value 9
Case2571,Resolve ticket,2013-05-08 07:42:42+00:00,Value 9
Case2571,Closed,2013-05-23 07:42:59+00:00,Value 3
Case2572,Assign seriousness,2012-05-31 08:32:54+00:00,Value 2
Case2572,Take in charge ticket,2012-05-31 08:34:52+00:00,Value 2
Case2572,Create SW anomaly,2012-05-31 09:25:24+00:00,Value 2
Case2572,Take in charge ticket,2012-06-01 12:48:13+00:00,Value 2
Case2572,Wait,2012-06-18 13:39:15+00:00,Value 2
Case2572,Resolve ticket,2012-07-12 08:53:02+00:00,Value 2
Case2572,Closed,2012-07-27 08:53:17+00:00,Value 5
Case2573,Assign seriousness,2012-06-07 07:13:11+00:00,Value 1
Case2573,Take in charge ticket,2012-06-07 13:27:14+00:00,Value 6
Case2573,Resolve ticket,2012-06-07 13:35:21+00:00,Value 17
Case2573,Closed,2012-07-21 07:20:57+00:00,Value 5
Case2574,Assign seriousness,2011-06-30 07:40:13+00:00,Value 8
Case2574,Assign seriousness,2011-06-30 07:52:02+00:00,Value 8
Case2574,Take in charge ticket,2011-07-01 08:35:26+00:00,Value 13
Case2574,Resolve ticket,2011-07-04 13:44:35+00:00,Value 13
Case2574,Closed,2011-08-07 07:50:55+00:00,Value 5
Case2575,Assign seriousness,2012-07-23 08:21:01+00:00,Value 1
Case2575,Take in charge ticket,2012-07-27 10:49:30+00:00,Value 10
Case2575,Wait,2012-08-03 16:21:17+00:00,Value 10
Case2575,Resolve ticket,2012-08-06 09:39:32+00:00,Value 10
Case2575,Closed,2012-09-07 12:10:30+00:00,Value 5
Case2576,Assign seriousness,2012-04-16 07:01:55+00:00,Value 1
Case2576,Take in charge ticket,2012-04-16 07:09:01+00:00,Value 6
Case2576,Wait,2012-04-26 15:59:05+00:00,Value 16
Case2576,Resolve ticket,2012-05-15 08:33:28+00:00,Value 16
Case2576,Closed,2012-05-30 08:33:35+00:00,Value 5
Case2577,Assign seriousness,2013-02-26 11:18:21+00:00,Value 1
Case2577,Take in charge ticket,2013-03-26 15:04:30+00:00,Value 2
Case2577,Resolve ticket,2013-04-10 13:02:36+00:00,Value 9
Case2577,Closed,2013-04-25 13:02:49+00:00,Value 3
Case2578,Assign seriousness,2010-07-26 14:05:38+00:00,Value 9
Case2578,Assign seriousness,2010-07-29 13:07:07+00:00,Value 2
Case2578,Take in charge ticket,2010-08-06 12:18:34+00:00,Value 21
Case2578,Resolve ticket,2010-08-10 12:31:55+00:00,Value 12
Case2578,Closed,2010-09-10 14:10:51+00:00,Value 5
Case2579,Assign seriousness,2012-06-28 09:55:57+00:00,Value 1
Case2579,Resolve ticket,2012-06-28 10:50:50+00:00,Value 1
Case2579,Closed,2012-08-11 10:00:20+00:00,Value 5
Case2580,Assign seriousness,2012-01-16 14:41:48+00:00,Value 1
Case2580,Take in charge ticket,2012-01-16 14:56:25+00:00,Value 6
Case2580,Resolve ticket,2012-01-16 15:11:13+00:00,Value 6
Case2580,Closed,2012-03-15 14:50:37+00:00,Value 5
Case2581,Assign seriousness,2013-06-17 08:20:23+00:00,Value 14
Case2581,Assign seriousness,2013-06-17 08:33:36+00:00,Value 14
Case2581,Take in charge ticket,2013-06-21 09:56:36+00:00,Value 14
Case2581,Wait,2013-06-21 09:57:40+00:00,Value 14
Case2581,Resolve ticket,2013-07-23 07:24:37+00:00,Value 14
Case2581,Closed,2013-08-07 07:24:55+00:00,Value 3
Case2582,Assign seriousness,2012-06-20 15:53:32+00:00,Value 9
Case2582,Take in charge ticket,2012-06-20 15:54:15+00:00,Value 9
Case2582,Resolve ticket,2012-06-21 13:26:52+00:00,Value 9
Case2582,Closed,2012-08-03 16:00:36+00:00,Value 5
Case2583,Assign seriousness,2010-11-25 15:04:12+00:00,Value 2
Case2583,Assign seriousness,2010-11-26 17:00:38+00:00,Value 2
Case2583,Take in charge ticket,2010-11-29 08:26:25+00:00,Value 12
Case2583,Wait,2010-11-29 08:39:26+00:00,Value 12
Case2583,Take in charge ticket,2010-12-23 09:44:06+00:00,Value 12
Case2583,Resolve ticket,2010-12-23 09:44:20+00:00,Value 12
Case2583,Closed,2011-01-08 16:20:28+00:00,Value 5
Case2584,Assign seriousness,2012-05-07 13:00:47+00:00,Value 13
Case2584,Take in charge ticket,2012-05-15 13:09:11+00:00,Value 1
Case2584,Wait,2012-05-15 15:23:31+00:00,Value 1
Case2584,Take in charge ticket,2012-05-17 07:21:32+00:00,Value 1
Case2584,Resolve ticket,2012-05-18 14:28:04+00:00,Value 1
Case2584,Closed,2012-06-17 14:28:26+00:00,Value 5
Case2585,Assign seriousness,2013-11-25 10:53:50+00:00,Value 18
Case2585,Take in charge ticket,2013-11-25 11:14:39+00:00,Value 2
Case2585,Wait,2013-11-25 15:12:40+00:00,Value 1
Case2585,Resolve ticket,2013-12-19 13:19:27+00:00,Value 1
Case2585,Closed,2014-01-03 13:19:48+00:00,Value 3
Case2586,Assign seriousness,2012-06-12 14:27:54+00:00,Value 1
Case2586,Take in charge ticket,2012-06-13 13:10:12+00:00,Value 2
Case2586,Resolve ticket,2012-06-13 13:16:21+00:00,Value 2
Case2586,Closed,2012-07-13 14:31:15+00:00,Value 5
Case2587,Assign seriousness,2011-03-31 07:32:27+00:00,Value 8
Case2587,Take in charge ticket,2011-03-31 07:32:49+00:00,Value 8
Case2587,Resolve ticket,2011-03-31 07:33:07+00:00,Value 8
Case2587,Closed,2011-05-04 07:40:50+00:00,Value 5
Case2588,Assign seriousness,2011-05-12 08:39:52+00:00,Value 8
Case2588,Take in charge ticket,2011-05-12 08:42:48+00:00,Value 8
Case2588,Resolve ticket,2011-05-12 15:21:52+00:00,Value 13
Case2588,Closed,2011-06-14 08:40:27+00:00,Value 5
Case2589,Assign seriousness,2011-02-03 12:00:23+00:00,Value 8
Case2589,Take in charge ticket,2011-02-15 13:16:00+00:00,Value 8
Case2589,Wait,2011-02-21 08:35:05+00:00,Value 9
Case2589,Take in charge ticket,2011-02-21 10:35:14+00:00,Value 9
Case2589,Resolve ticket,2011-02-21 10:35:27+00:00,Value 9
Case2589,Closed,2011-03-08 10:35:40+00:00,Value 5
Case2590,Insert ticket,2010-06-11 08:49:09+00:00,Value 15
Case2590,Assign seriousness,2010-06-11 08:51:44+00:00,Value 15
Case2590,Take in charge ticket,2010-06-11 12:16:35+00:00,Value 15
Case2590,Resolve ticket,2010-06-11 12:17:01+00:00,Value 15
Case2590,Closed,2010-07-29 08:50:25+00:00,Value 5
Case2591,Assign seriousness,2013-02-12 16:42:07+00:00,Value 1
Case2591,Take in charge ticket,2013-02-27 15:08:44+00:00,Value 1
Case2591,Wait,2013-02-28 15:32:22+00:00,Value 1
Case2591,Resolve ticket,2013-03-04 11:39:01+00:00,Value 1
Case2591,Closed,2013-03-19 11:39:19+00:00,Value 3
Case2592,Assign seriousness,2012-07-26 15:31:51+00:00,Value 13
Case2592,Take in charge ticket,2012-07-26 15:32:02+00:00,Value 13
Case2592,Resolve ticket,2012-07-27 10:22:35+00:00,Value 13
Case2592,Closed,2012-09-02 15:40:58+00:00,Value 5
Case2593,Assign seriousness,2013-03-29 16:32:54+00:00,Value 1
Case2593,Require upgrade,2013-04-16 15:33:10+00:00,Value 1
Case2593,Resolve ticket,2013-04-16 15:44:17+00:00,Value 1
Case2593,Closed,2013-05-01 15:44:36+00:00,Value 3
Case2594,Assign seriousness,2011-06-28 12:43:51+00:00,Value 8
Case2594,Assign seriousness,2011-06-28 12:44:06+00:00,Value 8
Case2594,Take in charge ticket,2011-06-29 08:16:26+00:00,Value 16
Case2594,Resolve ticket,2011-06-29 09:12:15+00:00,Value 16
Case2594,Closed,2011-08-26 12:50:22+00:00,Value 5
Case2595,Assign seriousness,2012-03-20 11:11:45+00:00,Value 4
Case2595,Take in charge ticket,2012-03-20 11:45:42+00:00,Value 13
Case2595,Resolve ticket,2012-03-21 11:55:14+00:00,Value 13
Case2595,Closed,2012-05-12 10:21:21+00:00,Value 5
Case2596,Assign seriousness,2013-04-03 08:14:54+00:00,Value 1
Case2596,Take in charge ticket,2013-04-08 07:11:41+00:00,Value 9
Case2596,Wait,2013-04-08 08:14:18+00:00,Value 9
Case2596,Resolve ticket,2013-05-15 13:48:26+00:00,Value 9
Case2596,Closed,2013-05-30 13:48:40+00:00,Value 3
Case2597,Assign seriousness,2011-04-19 14:21:57+00:00,Value 8
Case2597,Wait,2011-04-19 14:22:13+00:00,Value 8
Case2597,Take in charge ticket,2011-04-20 08:53:31+00:00,Value 8
Case2597,Resolve ticket,2011-04-20 08:53:41+00:00,Value 8
Case2597,Resolve ticket,2011-04-20 14:24:20+00:00,Value 2
Case2597,Closed,2011-06-05 09:00:42+00:00,Value 5
Case2598,Assign seriousness,2013-03-18 08:40:51+00:00,Value 4
Case2598,Take in charge ticket,2013-04-22 09:59:00+00:00,Value 2
Case2598,Resolve ticket,2013-04-22 09:59:36+00:00,Value 9
Case2598,Closed,2013-05-07 09:59:54+00:00,Value 3
Case2599,Assign seriousness,2013-01-21 09:25:12+00:00,Value 13
Case2599,Take in charge ticket,2013-02-07 16:27:18+00:00,Value 2
Case2599,Wait,2013-02-18 08:07:24+00:00,Value 9
Case2599,Resolve ticket,2013-02-18 10:42:13+00:00,Value 9
Case2599,Closed,2013-03-05 10:42:29+00:00,Value 3
Case2600,Assign seriousness,2012-05-07 09:03:54+00:00,Value 13
Case2600,Take in charge ticket,2012-05-07 09:04:02+00:00,Value 13
Case2600,Resolve ticket,2012-05-09 14:02:24+00:00,Value 13
Case2600,Closed,2012-06-22 09:10:32+00:00,Value 5
Case2601,Assign seriousness,2011-09-28 14:22:51+00:00,Value 1
Case2601,Take in charge ticket,2011-09-28 14:40:13+00:00,Value 13
Case2601,Resolve ticket,2011-09-28 15:03:50+00:00,Value 13
Case2601,Closed,2011-11-17 15:32:06+00:00,Value 5
Case2602,Assign seriousness,2012-01-31 15:04:47+00:00,Value 1
Case2602,Take in charge ticket,2012-01-31 15:04:57+00:00,Value 1
Case2602,Resolve ticket,2012-01-31 17:01:00+00:00,Value 9
Case2602,Closed,2012-03-02 15:10:36+00:00,Value 5
Case2603,Assign seriousness,2012-09-20 10:32:58+00:00,Value 13
Case2603,Take in charge ticket,2012-10-02 09:25:49+00:00,Value 16
Case2603,Resolve ticket,2012-10-08 08:52:13+00:00,Value 16
Case2603,Closed,2012-10-23 08:52:36+00:00,Value 3
Case2604,Assign seriousness,2011-12-09 14:06:25+00:00,Value 4
Case2604,Take in charge ticket,2011-12-27 08:16:34+00:00,Value 1
Case2604,Resolve ticket,2011-12-27 10:13:09+00:00,Value 1
Case2604,Closed,2012-01-11 14:10:34+00:00,Value 5
Case2605,Assign seriousness,2010-07-02 11:01:32+00:00,Value 2
Case2605,Wait,2010-07-05 16:25:56+00:00,Value 6
Case2605,Take in charge ticket,2010-08-05 07:41:03+00:00,Value 6
Case2605,Resolve ticket,2010-08-05 07:41:11+00:00,Value 6
Case2605,Closed,2010-08-20 07:41:29+00:00,Value 5
Case2606,Assign seriousness,2012-03-15 16:00:08+00:00,Value 1
Case2606,Take in charge ticket,2012-03-20 11:39:31+00:00,Value 6
Case2606,Wait,2012-03-22 12:19:24+00:00,Value 16
Case2606,Resolve ticket,2012-04-06 10:29:16+00:00,Value 12
Case2606,Closed,2012-04-21 10:29:33+00:00,Value 5
Case2607,Assign seriousness,2012-08-21 08:46:41+00:00,Value 2
Case2607,Take in charge ticket,2012-08-28 13:09:20+00:00,Value 2
Case2607,Resolve ticket,2012-09-27 07:48:18+00:00,Value 2
Case2607,Closed,2012-10-12 07:48:28+00:00,Value 3
Case2608,Assign seriousness,2011-09-20 12:15:42+00:00,Value 1
Case2608,Take in charge ticket,2011-09-20 16:01:59+00:00,Value 2
Case2608,Resolve ticket,2011-09-22 15:58:15+00:00,Value 2
Case2608,Closed,2011-10-21 12:20:36+00:00,Value 5
Case2609,Assign seriousness,2012-08-08 13:57:31+00:00,Value 4
Case2609,Take in charge ticket,2012-08-16 07:12:00+00:00,Value 4
Case2609,Wait,2012-08-16 09:12:32+00:00,Value 4
Case2609,Resolve ticket,2012-08-27 10:14:13+00:00,Value 4
Case2609,Closed,2012-09-11 10:14:23+00:00,Value 3
Case2610,Assign seriousness,2011-04-27 15:22:08+00:00,Value 8
Case2610,Take in charge ticket,2011-04-28 13:08:01+00:00,Value 2
Case2610,Take in charge ticket,2011-04-28 13:08:43+00:00,Value 2
Case2610,Wait,2011-04-28 13:33:01+00:00,Value 9
Case2610,Take in charge ticket,2011-05-04 12:08:20+00:00,Value 2
Case2610,Resolve ticket,2011-05-04 12:08:29+00:00,Value 2
Case2610,Closed,2011-06-03 12:08:46+00:00,Value 5
Case2611,Assign seriousness,2013-08-02 09:47:32+00:00,Value 1
Case2611,Take in charge ticket,2013-08-07 13:23:41+00:00,Value 2
Case2611,Wait,2013-08-07 15:02:08+00:00,Value 4
Case2611,Resolve ticket,2013-08-20 06:51:20+00:00,Value 4
Case2611,Closed,2013-09-04 06:51:36+00:00,Value 3
Case2612,Assign seriousness,2012-04-12 07:51:53+00:00,Value 1
Case2612,Take in charge ticket,2012-04-13 13:22:17+00:00,Value 2
Case2612,Wait,2012-04-16 08:16:01+00:00,Value 2
Case2612,Resolve ticket,2012-04-24 12:36:37+00:00,Value 2
Case2612,Closed,2012-05-23 12:22:06+00:00,Value 5
Case2613,Assign seriousness,2013-09-17 12:22:11+00:00,Value 14
Case2613,Take in charge ticket,2013-09-30 15:42:50+00:00,Value 9
Case2613,Wait,2013-10-01 15:15:35+00:00,Value 9
Case2613,Wait,2013-10-11 08:37:10+00:00,Value 9
Case2613,Wait,2013-10-15 07:30:34+00:00,Value 9
Case2613,Resolve ticket,2013-10-18 12:36:54+00:00,Value 2
Case2613,Resolve ticket,2013-10-18 12:36:55+00:00,Value 2
Case2613,Closed,2013-11-02 13:37:07+00:00,Value 3
Case2614,Assign seriousness,2013-01-23 15:03:59+00:00,Value 13
Case2614,Take in charge ticket,2013-02-04 15:29:58+00:00,Value 2
Case2614,Wait,2013-02-08 13:58:41+00:00,Value 2
Case2614,Resolve ticket,2013-02-11 10:30:11+00:00,Value 2
Case2614,Closed,2013-02-26 10:30:26+00:00,Value 3
Case2615,Assign seriousness,2012-03-13 16:44:46+00:00,Value 1
Case2615,Take in charge ticket,2012-03-14 09:45:08+00:00,Value 13
Case2615,Resolve ticket,2012-03-22 10:24:03+00:00,Value 13
Case2615,Closed,2012-04-13 15:50:12+00:00,Value 5
Case2616,Assign seriousness,2013-04-17 07:29:31+00:00,Value 1
Case2616,Wait,2013-04-29 08:15:52+00:00,Value 1
Case2616,Resolve ticket,2013-05-03 10:17:48+00:00,Value 1
Case2616,Closed,2013-05-18 10:18:02+00:00,Value 3
Case2617,Assign seriousness,2012-05-18 08:25:23+00:00,Value 13
Case2617,Take in charge ticket,2012-06-08 13:48:21+00:00,Value 1
Case2617,Resolve ticket,2012-06-15 09:23:31+00:00,Value 13
Case2617,Closed,2012-06-30 09:23:52+00:00,Value 5
Case2618,Assign seriousness,2012-05-28 14:43:52+00:00,Value 4
Case2618,Take in charge ticket,2012-05-28 14:52:17+00:00,Value 9
Case2618,Resolve ticket,2012-05-28 14:53:21+00:00,Value 9
Case2618,Closed,2012-07-13 14:50:55+00:00,Value 5
Case2619,Assign seriousness,2010-03-17 13:29:20+00:00,Value 2
Case2619,Take in charge ticket,2010-03-17 13:29:28+00:00,Value 2
Case2619,Wait,2010-03-18 11:18:34+00:00,Value 2
Case2619,Take in charge ticket,2010-03-23 15:10:04+00:00,Value 2
Case2619,Resolve ticket,2010-03-23 15:10:09+00:00,Value 2
Case2619,Closed,2010-04-17 12:30:14+00:00,Value 5
Case2620,Assign seriousness,2013-05-06 10:52:17+00:00,Value 14
Case2620,Take in charge ticket,2013-05-09 07:37:49+00:00,Value 2
Case2620,Require upgrade,2013-05-10 08:00:54+00:00,Value 4
Case2620,Resolve ticket,2013-05-30 15:06:55+00:00,Value 4
Case2620,Closed,2013-06-14 15:07:13+00:00,Value 3
Case2621,Assign seriousness,2011-10-06 15:59:17+00:00,Value 1
Case2621,Take in charge ticket,2011-10-07 09:19:12+00:00,Value 13
Case2621,Wait,2011-10-13 15:21:30+00:00,Value 13
Case2621,Resolve ticket,2011-11-16 09:26:40+00:00,Value 13
Case2621,Closed,2011-12-02 10:00:19+00:00,Value 5
Case2622,Take in charge ticket,2013-05-09 15:07:43+00:00,Value 1
Case2622,Wait,2013-05-09 15:11:45+00:00,Value 1
Case2622,Resolve ticket,2013-06-03 15:36:58+00:00,Value 1
Case2622,Closed,2013-06-18 15:37:19+00:00,Value 3
Case2623,Assign seriousness,2012-05-21 08:06:07+00:00,Value 1
Case2623,Take in charge ticket,2012-05-21 08:06:19+00:00,Value 1
Case2623,Wait,2012-05-28 08:11:51+00:00,Value 2
Case2623,Take in charge ticket,2012-06-05 07:32:04+00:00,Value 1
Case2623,Wait,2012-06-08 15:51:36+00:00,Value 1
Case2623,Resolve ticket,2012-06-26 10:28:20+00:00,Value 1
Case2623,Closed,2012-07-14 12:10:33+00:00,Value 5
Case2624,Assign seriousness,2010-04-21 15:25:43+00:00,Value 2
Case2624,Assign seriousness,2010-04-28 15:23:31+00:00,Value 2
Case2624,Take in charge ticket,2010-04-28 15:24:30+00:00,Value 2
Case2624,Resolve ticket,2010-05-10 07:59:14+00:00,Value 2
Case2624,Closed,2010-05-25 07:59:34+00:00,Value 5
Case2625,Assign seriousness,2013-05-22 10:14:47+00:00,Value 14
Case2625,Take in charge ticket,2013-06-06 07:54:46+00:00,Value 2
Case2625,Resolve ticket,2013-06-11 13:13:29+00:00,Value 4
Case2625,Closed,2013-06-26 13:13:52+00:00,Value 3
Case2626,Assign seriousness,2012-01-18 10:11:05+00:00,Value 1
Case2626,Take in charge ticket,2012-01-18 14:35:00+00:00,Value 9
Case2626,Resolve ticket,2012-01-19 10:05:08+00:00,Value 9
Case2626,Closed,2012-03-04 10:20:56+00:00,Value 5
Case2627,Assign seriousness,2011-12-20 14:16:22+00:00,Value 1
Case2627,Take in charge ticket,2011-12-21 07:49:32+00:00,Value 6
Case2627,Resolve ticket,2011-12-21 08:57:09+00:00,Value 16
Case2627,Closed,2012-02-02 14:20:25+00:00,Value 5
Case2628,Assign seriousness,2012-07-03 08:20:56+00:00,Value 1
Case2628,Take in charge ticket,2012-07-05 08:53:43+00:00,Value 9
Case2628,Wait,2012-07-09 12:30:30+00:00,Value 9
Case2628,Resolve ticket,2012-07-16 07:53:41+00:00,Value 9
Case2628,Closed,2012-09-01 08:13:41+00:00,Value 5
Case2629,Assign seriousness,2010-11-25 09:15:52+00:00,Value 2
Case2629,Take in charge ticket,2010-11-25 09:16:35+00:00,Value 2
Case2629,Resolve ticket,2010-11-25 13:59:37+00:00,Value 2
Case2629,Closed,2010-12-29 09:21:50+00:00,Value 5
Case2630,Assign seriousness,2012-04-10 09:15:05+00:00,Value 2
Case2630,Take in charge ticket,2012-04-10 09:15:47+00:00,Value 2
Case2630,Resolve ticket,2012-04-11 10:39:36+00:00,Value 2
Case2630,Closed,2012-05-17 09:20:43+00:00,Value 5
Case2631,Assign seriousness,2013-08-06 13:09:52+00:00,Value 9
Case2631,Take in charge ticket,2013-08-21 11:02:59+00:00,Value 9
Case2631,Wait,2013-08-21 15:07:50+00:00,Value 9
Case2631,Resolve ticket,2013-08-22 07:27:16+00:00,Value 9
Case2631,Closed,2013-09-06 07:27:28+00:00,Value 3
Case2632,Assign seriousness,2011-04-14 14:55:28+00:00,Value 13
Case2632,Take in charge ticket,2011-04-15 07:31:29+00:00,Value 13
Case2632,Resolve ticket,2011-04-15 15:15:07+00:00,Value 13
Case2632,Closed,2011-05-17 15:00:20+00:00,Value 5
Case2633,Assign seriousness,2010-11-12 14:35:54+00:00,Value 14
Case2633,Take in charge ticket,2010-11-12 14:36:14+00:00,Value 14
Case2633,Wait,2010-11-19 10:50:09+00:00,Value 14
Case2633,Take in charge ticket,2010-11-25 09:08:56+00:00,Value 2
Case2633,Resolve ticket,2010-11-25 09:09:35+00:00,Value 2
Case2633,Resolve ticket,2010-11-25 09:09:36+00:00,Value 2
Case2633,Closed,2011-01-10 14:40:59+00:00,Value 5
Case2634,Assign seriousness,2012-08-02 14:58:56+00:00,Value 1
Case2634,Take in charge ticket,2012-08-03 07:17:57+00:00,Value 6
Case2634,Resolve ticket,2012-08-03 13:51:28+00:00,Value 6
Case2634,Closed,2012-09-08 15:02:51+00:00,Value 5
Case2635,Assign seriousness,2010-02-16 10:57:56+00:00,Value 2
Case2635,Take in charge ticket,2010-02-16 10:58:09+00:00,Value 2
Case2635,Resolve ticket,2010-02-16 10:58:17+00:00,Value 2
Case2635,Closed,2010-03-19 11:00:16+00:00,Value 5
Case2636,Assign seriousness,2010-07-28 15:18:53+00:00,Value 9
Case2636,Assign seriousness,2010-08-27 07:29:53+00:00,Value 2
Case2636,Take in charge ticket,2010-08-30 08:03:41+00:00,Value 15
Case2636,Resolve ticket,2010-09-03 09:04:51+00:00,Value 15
Case2636,Closed,2010-09-18 09:05:05+00:00,Value 5
Case2637,Assign seriousness,2012-03-13 07:59:04+00:00,Value 4
Case2637,Take in charge ticket,2012-03-13 07:59:32+00:00,Value 4
Case2637,Resolve ticket,2012-03-13 11:24:45+00:00,Value 4
Case2637,Closed,2012-04-25 16:00:33+00:00,Value 5
Case2638,Assign seriousness,2010-05-25 07:50:22+00:00,Value 2
Case2638,Take in charge ticket,2010-05-25 07:51:06+00:00,Value 2
Case2638,Create SW anomaly,2010-05-25 11:22:56+00:00,Value 2
Case2638,Resolve ticket,2010-06-03 10:43:20+00:00,Value 16
Case2638,Closed,2010-06-26 08:02:25+00:00,Value 5
Case2639,Assign seriousness,2010-06-28 09:40:43+00:00,Value 2
Case2639,Take in charge ticket,2010-07-28 08:56:12+00:00,Value 19
Case2639,Resolve ticket,2010-07-28 08:56:28+00:00,Value 19
Case2639,Closed,2010-08-12 08:56:49+00:00,Value 5
Case2640,Assign seriousness,2011-08-19 10:33:10+00:00,Value 9
Case2640,Take in charge ticket,2011-08-31 10:42:46+00:00,Value 10
Case2640,Resolve ticket,2011-08-31 10:44:55+00:00,Value 10
Case2640,Closed,2011-10-02 10:41:06+00:00,Value 5
Case2641,Assign seriousness,2012-06-05 15:51:48+00:00,Value 1
Case2641,Take in charge ticket,2012-06-06 07:02:36+00:00,Value 2
Case2641,Wait,2012-06-18 13:40:17+00:00,Value 2
Case2641,Resolve ticket,2012-07-12 08:45:36+00:00,Value 2
Case2641,Closed,2012-07-27 08:45:52+00:00,Value 5
Case2642,Assign seriousness,2012-02-20 10:03:08+00:00,Value 1
Case2642,Resolve ticket,2012-02-20 10:32:31+00:00,Value 1
Case2642,Closed,2012-03-22 10:10:55+00:00,Value 5
Case2643,Assign seriousness,2013-01-08 11:47:57+00:00,Value 1
Case2643,Resolve ticket,2013-01-24 13:29:03+00:00,Value 2
Case2643,Closed,2013-02-08 13:29:19+00:00,Value 3
Case2644,Take in charge ticket,2011-12-29 13:37:05+00:00,Value 13
Case2644,Resolve ticket,2011-12-29 14:45:50+00:00,Value 13
Case2644,Closed,2012-01-31 13:40:29+00:00,Value 5
